consumer_name,consumer_nb_review_writed,stars,title_review,content_review,date_experience,company
Client,2,5,Envoie rapide tout est parfait,"Envoie rapide tout est parfait, sauf le bonbon au réglisse, je préfère la framboise.",,www.lepetitvapoteur.com
The Remix,1,5,Tout est vraiment parfait,"Tout est vraiment parfait, le service client au top, la seul toute toute petite chose dommage, c'est que je trouve le site internet lent, et ça rend les recherches pas très agréable, mais sinon allez y tête baissé 😇",,www.lepetitvapoteur.com
Perizzo,1,5,parfait et rapide,"parfait et rapide, comme d'hab !",,www.lepetitvapoteur.com
Sophie Casagrande,1,5,Au top,Je recommande vivement,,www.lepetitvapoteur.com
alain isola,1,5,AU TOP COMME D'HABITUDE,,,www.lepetitvapoteur.com
Sylvain Petiot,1,5,Toujours un large choix et la livraison…,Toujours un large choix et la livraison est vraiment rapide,,www.lepetitvapoteur.com
Paul M,1,5,Livraison Rapide comme d’habitude,Livraison Rapide comme d’habitude. Je recommande ce site !,,www.lepetitvapoteur.com
Alessandro C,1,5,Excellent service et livraison…,Excellent service et livraison express..J’aime trop ce site pour son serieux et sa rapidité.Merci,,www.lepetitvapoteur.com
Catherine Françoise Fragu,1,5,Nickel,Nickel Rapidité et qualité Équipe très réactive J’attends juste le remboursement car j’ai été prélevée 2 fois à ma dernière commande de jeudi dernier 21/1,,www.lepetitvapoteur.com
M. LEHOUX Pascal,2,5,Très satisfait les articles commandé…,"Très satisfait les articles commandé sont conforme aux descriptifs, prix impeccable, livraison express offertes ultra rapide commandé le mercredi soir reçu le jeudi après-midi. Je recommande sans problème.",,www.lepetitvapoteur.com
Taha Brahmi,1,5,Ça fait presque 2 ans j'achète chez Le…,Ça fait presque 2 ans j'achète chez Le Petit vapoteur rien à dire ils sont forts ils sont professionnels que du positif !Je trouve que l'équipe est bonne force à vous !,,www.lepetitvapoteur.com
Léa Le Toquin,1,5,Toujours excellent,"Toujours excellent , une super qualité de produits et toujours une large gamme proposée.Je conseille toujours aux gens autour de moi.",,www.lepetitvapoteur.com
Francoise,4,5,Toujours TB Rapide et efficace,,,www.lepetitvapoteur.com
julie lerebourg,1,5,Une équipe très réactive en ce qui…,Une équipe très réactive en ce qui concerne le service client. Je n’ai jamais été déçue des produits ! En plus de ça le site est très facile d’utilisation et plutôt bien organisé. Le système de point cumulé à chaque commande est hyper interessant pour les clients fidèle. J’ai été ravie d’utiliser d’ailleurs mes 21€ offert pour des nouveaux produits ! Je recommande fortement LPV.,,www.lepetitvapoteur.com
Bernard Dewitte,1,5,Bonjour,"BonjourTrès bon site,commande toujours reçu en temps et en heure, jamais déçu par le site de plus ça fait un an que je commande et jamais eu aucun probleme.Merci le petit vap",,www.lepetitvapoteur.com
Ido Le prince_tv,1,5,Livraison rapide et conforme à la…,Livraison rapide et conforme à la description tout est parfait !,,www.lepetitvapoteur.com
Didier Fernandez,4,5,Toujours parfait !,Toujours parfait !Je ne compte plus les magnets au frigo très sympa (images vintage) et rien à redire sur les produits ni sur l'emballage où les produits sont bien protégés.Le tchat online permet en cas de doute d'avoir un conseiller compétant.,,www.lepetitvapoteur.com
Sébastien Rose,1,5,C'est ma 6e commande et c'est toujours…,"C'est ma 6e commande et c'est toujours aussi simple, la livraison se passe toujours nickel et je commence à avoir un petit collection bien sympa d'aimants sur mon frigo :) Merci !",,www.lepetitvapoteur.com
Marie,1,5,GÉNIAL,"Super site, livre en 2/3j après la commande, toujours un petit magnet dans le colis envoyé, rapport qualité prix service top.",,www.lepetitvapoteur.com
Jerome Judek,2,5,Super site,"Super site, je commande régulièrement et je n'ai jamais eu le moindre problème, ne changez rien :)",,www.lepetitvapoteur.com
Mike Gas,1,5,Rien a redire,"Rien a redire, site juste magnifique une très belle charte graphique, de ma commande à la livraison aucun soucis. Juste un petit oublie sur ma commande ( l'erreur est humaine ) un petit message au sav et le problème est réglé. Donc rien à redire bravo continuer comme sa.",,www.lepetitvapoteur.com
Loic Cognard,1,5,Très content du petit vapoteur,,,www.lepetitvapoteur.com
André D.,7,5,Très bon site,"Très bon site, produits correspondent à la description, prix corrects, rien à redire, commandes passées avant 14h livrées le lendemain matin, les conseils sur le site plutôt bons. On apprécie les promos, offres et réductions régulières. Les débutants comme les plus avertis y trouveront leur compte. Bravo à toute l'équipe. Seul site dz vente en ligne que je peux recommander à 100%. Une piste d'évolution : une application LPV avec les calculateurs DIY, la possibilité de rentrer son matériel pour des achats liés à sa e-cig. Bonne continuation à l'équipe LPV",,www.lepetitvapoteur.com
Cyrille,1,5,Commande récente de liquide DIY,"Commande récente de liquide DIY, site très clair et bel accompagnement, envoi rapidePetit bémol, toutes les arômes aromea ne sont pas présents pour le calculateurJe recommande ce site !!",,www.lepetitvapoteur.com
Mathieu Boomurt,1,5,Très bon site,"Très bon site , vraiment sérieux , les expéditions sont rapides 2/3 jours maximum . Je recommande .",,www.lepetitvapoteur.com
Client,2,5,Très satisfaite de ce site,Très satisfaite de ce site. Les envoies sont très rapide. Les point fidélités très avantageux. Je ne commande plus que sur ce site car j'en suis vraiment très contente.,,www.lepetitvapoteur.com
Marielle Lourenço,1,5,Envoie très rapide mais aussi très a l…,Envoie très rapide mais aussi très a l ecoute avec des conseils.prix intéressant ma vapoteuse 1er prix a un an et fonctionne parfaitement je vous recommande ce site,,www.lepetitvapoteur.com
N Moschetti,2,5,Livraisons ultra rapides,"Livraisons ultra rapides, emballages soignés et produits toujours conformes à la description. Tarifs compétitifs et toujours un petit cadeau en plus, très apprécié. Je recommande volontiers à mes amis.",,www.lepetitvapoteur.com
Dam's,1,5,Toujours de bon produit,"Toujours de bon produit, livraison rapide et soignée, toujours un petit goodies en plus qui fait toujours plaisir. J'ai eu un problème sur une cigarette commandé et le problème a été vite réglée et le renvoi rapide.",,www.lepetitvapoteur.com
Patrick Kaczmarek,1,5,excellent et rapide,,,www.lepetitvapoteur.com
Bzh ShaDow,1,5,Très bon site rien a redire,,,www.lepetitvapoteur.com
alex,1,5,Que dire,Que dire ? pas grand chose à part que pour LPV c'est un 20/20 pour moi .. jamais d'erreur .. rapide et grand choix à prix corrects .. bref ! le top de la vape !,,www.lepetitvapoteur.com
Nat NG,1,5,Livraison parfaite et rapide,,,www.lepetitvapoteur.com
pascal,3,5,tout ok tout ok,,,www.lepetitvapoteur.com
Arobase Table,1,5,Toujours les numéro 1 pour moi !,Toujours les numéro 1 pour moi !Très grand choix de produits et expedition extrêmement rapide .,,www.lepetitvapoteur.com
Manu Gibson,1,5,C'est simple,"C'est simple, c'est le meilleur rapport qualité / prix / choix Dommage pour nos petits commerces, mais LPV assure.",,www.lepetitvapoteur.com
Sylvie,4,5,R.A.S,"Ras. Service rapide et impeccable, comme toujours. Produit de qualité également",,www.lepetitvapoteur.com
Raphael,3,5,Toujours livré en 48h,Toujours livré en 48h maxi.Des peiduits de qualité.Et des goodies en prime! 100% satisfait,,www.lepetitvapoteur.com
C.,2,5,Commandez les yeux fermés !,"Le Petit Vapoteur ( LPV) est un site très fiable qui offre un large choix et des prix corrects. Livraison très rapide et ce , à chaque commande. Toujours une petite attention est glissée dans votre colis. Des points de fidélité qu'on peut transformer en bon de réduction. LPV c'est vraiment top!",,www.lepetitvapoteur.com
M. S.,3,5,"Très bien, comme d'habitude","Site clair et complet, envoi très rapide, bon rapport qualité prix.",,www.lepetitvapoteur.com
Paquet .pascal,1,2,RAS ...super site compétant,,,www.lepetitvapoteur.com
Alexandre Lejeune,3,5,Envoi rapide,"Envoi rapide, prix compétitif, site qualitatif",,www.lepetitvapoteur.com
Jen,1,5,Bon rapport qualité prix,"Bon rapport qualité prix, livraison rapide, jamais déçu de mes commandes LPV",,www.lepetitvapoteur.com
Stanley,3,5,excellent site.tres grand choix .envois…,excellent site.tres grand choix .envois rapides .,,www.lepetitvapoteur.com
lorentz valentin,1,5,Super site trouve tout les produits et…,Super site trouve tout les produits et accessoires seul défaut le site rame souvent,,www.lepetitvapoteur.com
Louloute Lap'tite,1,5,"j'adore ""le petit vapoteur""","j'adore ""le petit vapoteur"", j'achète depuis plusieurs années. Je trouve que le site est génialement bien fait :), la navigation est aisée. les guides et les DIY sont clairs. j'ai eu le SAV au tel une fois : que de cordialité ! c'est fort appréciable et problème résolu dans la foulée.Les produits : yen a pour tous les gouts et tous les budgets. Les colis sont soigneusement emballés, les délais de livraison sont ultra rapide. Des petits cadeaux sont ajoutés au colis type magnet et toujours un bonbec !je recommande ce site sans aucune hésitation.",,www.lepetitvapoteur.com
Kevin,1,5,"Parfait, rien à dire","2 ans que je suis à la vape, j'ai essayé quelques boutiques qui non pas été toujours au top mais Le Petit Vapoteur à toujours été irréprochable. Quand j'étais au Mans le personnel était accueillant, à l'écoute très professionnel. Depuis que je suis retourné en campagne livraison ultra rapide, soigné, complet et fait avec amour il y n'y jamais rien eu à redire sur leur prestation. Très grand catalogue de produits et box impecable. Foncer les yeux fermés parole d'Homme. Merci à eux.",,www.lepetitvapoteur.com
N.T,1,5,livraison rapide et conforme aux…,livraison rapide et conforme aux attentes,,www.lepetitvapoteur.com
Aurelie Rebiere,1,5,Rien a dire,Rien a dire. Site au top.👌👍,,www.lepetitvapoteur.com
Société EL DALATI,2,5,Site sérieux et très réactif lpv est…,Site sérieux et très réactif lpv est une valeur sur je recommande à tous les vapoteur vous êtes au top,,www.lepetitvapoteur.com
Bernard SURGERE,1,5,comme d'hab livraison très rapide et…,comme d'hab livraison très rapide et soignée,,www.lepetitvapoteur.com
Elisabeth salerno,2,5,Site remarquable,"Site remarquable, et il n'y en a pas beaucoup.Les commandes arrivent rapidement sans erreur",,www.lepetitvapoteur.com
Aurelie FL,1,5,Parfait à chaque commande,Parfait à chaque commandeMerci à toute l'équipe,,www.lepetitvapoteur.com
Laetitia Calede,1,5,Rapide et efficace. Parfait...,Rapide et efficace. Parfait....,,www.lepetitvapoteur.com
Laurence S.,5,5,Parfait,Prix très correct. Bonne qualité. Envoi rapide. Parfait.,,www.lepetitvapoteur.com
bernard GUERIN,1,5,toujours au top,,,www.lepetitvapoteur.com
Manon,1,5,Commande parfaite comme toujours que…,Commande parfaite comme toujours que j’ai faite pour une amie future adepte. Problème de facturation reglé de suite . Je recommande les yeux fermés,,www.lepetitvapoteur.com
Bertrand Pouilly,1,5,Parfait,Toujours bien reçu les commandes et toujours avec quelques goodies sympa.,,www.lepetitvapoteur.com
Liyamme,1,5,Super comme d'habitude,"Une super large gamme de choix, des prix super raisonnables et une livraison en 48h top chrono.",,www.lepetitvapoteur.com
John Abitbol,1,5,"Site très complet, une des références de la vape","Commandes complète , et livraison rapidesSav réactif.What else ?; )",,www.lepetitvapoteur.com
Florentin Lienel,1,5,Très bonne qualité,J'ai souvent des problèmes de livraison sur mes commandesPar contre il ce rattrape sur leur produit qui son vraiment très bon et savoureux super qualité jamais déçu je recommande fortement le petit Vapoteur !,,www.lepetitvapoteur.com
Xavier Orriere,1,5,Très bon site,Très bon site. Grand choix. Livraison rapide,,www.lepetitvapoteur.com
Max,1,5,Très bon site,"Très bon site, très bon Sav avec des réductions cumulable à chaque commande, bien expliqué pour les débutants et large Game de produit.Le Must je conseille 👍",,www.lepetitvapoteur.com
Parent,1,5,Site sérieux,"Site sérieux, belles gammes de produits et variés. Envoie rapide. Service client au top et bons de réduction régulier en prime ! Je recommande à 1000%.Mon premier fournisseur de cigarette électronique et e-liquide.",,www.lepetitvapoteur.com
gubruk san,1,5,colis reçu rapidement,"colis reçu rapidement , excellent comme d'habitude",,www.lepetitvapoteur.com
Jo Gayet,1,5,Merci,"Parfait, livraison rapide, bien emballé avec les petites attentions tant appreciées!",,www.lepetitvapoteur.com
Nino Tna,2,5,Au top,"Au top, livraison rapide, colis bien emballé, je recommande sans soucis LPV.",,www.lepetitvapoteur.com
Romain Daunois,2,5,Commande livrée rapidement super,"Commande livrée rapidement super , et super satisfait de mon achat la même vapote pour moi et madame.",,www.lepetitvapoteur.com
Gerard Lavieille (plombier pro),4,5,Très bien,"Très bien, rien à redire comme à chaque fois. Merci",,www.lepetitvapoteur.com
Sylvie Prince,2,5,Très bon site,"Très bon site , bcp de choix , prix correct et envoi rapide",,www.lepetitvapoteur.com
Sandra,4,5,Jamais aucun souci,Jamais aucun souci. Au top . Très satisfaite des produits,,www.lepetitvapoteur.com
gerald calmo,1,5,Toujours satisfait du petit vapoteur,"Toujours satisfait du petit vapoteur, livré en temps et en heure.Jamais de problème, et toujours un petit souvenir dans le colis. Au top comme d'habitude.",,www.lepetitvapoteur.com
Redge Brive,1,5,Toujours au top,"Toujours au top , rapide , conforme , à recommander 👍👌",,www.lepetitvapoteur.com
CHRISTINE,3,5,Très bonne expérience et jamais…,Très bonne expérience et jamais déçu...livraison rapide,,www.lepetitvapoteur.com
Gode,1,5,Beaucoup de choix et livre rapidement,Beaucoup de choix et livre rapidement. Jamais déçu,,www.lepetitvapoteur.com
Jean-Pierre,1,5,Envoi rapide,Envoi rapide. Je fais confiance au petit vapoteur depuis plusieures années et jamais de souci.Bravo,,www.lepetitvapoteur.com
Nicolas LAMBERT,2,5,Envoie rapide et très soigné,Envoie rapide et très soigné. Je suis très fan des petits goodies mis en cadeaux à chaque envoie. Je recommande ++ !,,www.lepetitvapoteur.com
