consumer_name;consumer_nb_review_writed;stars;title_review;content_review;date_experience;company;category;review;preprocess_review;sentiment;sentiment_nb;sentiment_confidence
Laurent MESZAROS;2;5.0;Produit rare correspondant à mon…;Produit rare correspondant à mon attente.Prix correct.Je recommanderai prochainement du vin.;;au-droit-de-bouchon.com;food_beverages_tobacco;Produit rare correspondant à mon attente.Prix correct.Je recommanderai prochainement du vin.;produit rare correspondant attente prix correct recommanderai prochainement vin;1;0;1.0
Client;2;4.0;RAS rien à redire;Ras impeccable !;;au-droit-de-bouchon.com;food_beverages_tobacco;Ras impeccable !;ras impeccable !;1;0;1.0
Vanessa Valdan;3;5.0;parfait;parfait , merci bien;;stephconti.fr;food_beverages_tobacco;parfait , merci bien;parfait bien;2;0;0.839
Andrea;1;5.0;Parfait !;Livraison rapide !;;stephconti.fr;food_beverages_tobacco;Livraison rapide !;livraison rapide !;1;0;1.0
JEAN MARC GAILLARD;3;5.0;bravo;bravissimos;;stephconti.fr;food_beverages_tobacco;bravissimos;bravissimos;1;0;1.0
Sébastien;1;5.0;Envoi rapide et emballage de protection…;Envoi rapide et emballage de protection de haut niveau…;;stephconti.fr;food_beverages_tobacco;Envoi rapide et emballage de protection de haut niveau…;envoi rapide emballage protection haut niveau…;1;0;1.0
vincent lemonnier;2;5.0;Livraison très rapide et qualité au top;Livraison très rapide et qualité au topMerci;;stephconti.fr;food_beverages_tobacco;Livraison très rapide et qualité au topMerci;livraison très rapide qualité topmerci;1;0;1.0
Morten;1;5.0;Fantastic;Fantastic, service rapide;;stephconti.fr;food_beverages_tobacco;Fantastic, service rapide;fantastic service rapide;1;0;1.0
Colas;1;4.0;rapidité;rapidité , emballage de qualité .. me reste a gouter ce qui du coup me laisse une cinquième étoile en suspend ..;;stephconti.fr;food_beverages_tobacco;rapidité , emballage de qualité .. me reste a gouter ce qui du coup me laisse une cinquième étoile en suspend ..;rapidité emballage qualité gouter coup laisse étoile suspend;1;0;1.0
client(e);4;5.0;Emballage impeccable;Livraison rapide et emballage des bouteilles impeccable;;stephconti.fr;food_beverages_tobacco;Livraison rapide et emballage des bouteilles impeccable;livraison rapide emballage bouteilles impeccable;1;0;1.0
Mr JAVELOT;1;5.0;Produit livré rapidement dans un bel…;Produit livré rapidement dans un bel emballage.;;stephconti.fr;food_beverages_tobacco;Produit livré rapidement dans un bel emballage.;produit livré rapidement bel emballage;1;0;1.0
lepaul;1;5.0;Communication emballage livraison et…;Communication emballage livraison et Bouteilles absolument parfaiteDu travail de pro!!!;;stephconti.fr;food_beverages_tobacco;Communication emballage livraison et Bouteilles absolument parfaiteDu travail de pro!!!;communication emballage livraison bouteilles absolument parfaitedu travail pro ! ! !;1;0;1.0
CASTEILLO FRANCOIS;1;5.0;Super;Super, livraison rapide.;;stephconti.fr;food_beverages_tobacco;Super, livraison rapide.;super livraison rapide;1;0;1.0
Elise;4;5.0;Choix;Choix, rapidité, livraison nickel;;stephconti.fr;food_beverages_tobacco;Choix, rapidité, livraison nickel;choix rapidité livraison nickel;1;0;1.0
Couvreur Baptiste;2;4.0;Rapide;RapideEfficace;;stephconti.fr;food_beverages_tobacco;RapideEfficace;rapideefficace;1;0;1.0
Mr Dartois Pierre;1;5.0;Un service de qualité;Un service de qualité, rapide et personnalisé;;stephconti.fr;food_beverages_tobacco;Un service de qualité, rapide et personnalisé;service qualité rapide personnalisé;1;0;1.0
Mme Berger Anais;1;5.0;Service au top;Commande rapide et efficace.Merci beaucoup;;stephconti.fr;food_beverages_tobacco;Commande rapide et efficace.Merci beaucoup;commande rapide efficace beaucoup;1;0;1.0
MT;2;4.0;Livraison rapide;Livraison rapide, produit conforme, rien à dire.;;stephconti.fr;food_beverages_tobacco;Livraison rapide, produit conforme, rien à dire.;livraison rapide produit conforme rien;1;0;1.0
Vanessa Valdan;3;5.0;parfait;parfait , merci bien;;stephconti.fr;food_beverages_tobacco;parfait , merci bien;parfait bien;2;0;0.839
Vanessa Valdan;3;5.0;parfait;parfait , merci bien;;stephconti.fr;food_beverages_tobacco;parfait , merci bien;parfait bien;2;0;0.839
Vanessa Valdan;3;5.0;parfait;parfait , merci bien;;stephconti.fr;food_beverages_tobacco;parfait , merci bien;parfait bien;2;0;0.839
Maeva;1;5.0;Tout va bien.;Tout va bien.En fait, j'ai pré-commandé ce produit alors qu'il n'était qu'annoncé et depuis, il ne m'a jamais laissé tomber.;;alcoool.fr;food_beverages_tobacco;Tout va bien.En fait, j'ai pré-commandé ce produit alors qu'il n'était qu'annoncé et depuis, il ne m'a jamais laissé tomber.;bien pré-commandé produit annoncé jamais laissé tomber;1;0;1.0
Gautier Navarre;1;5.0;Impossible de vivre maintenant sans le produit;Impossible de faire sans le produit maintenant ! Je suis devenue complètement addict !;;alcoool.fr;food_beverages_tobacco;Impossible de faire sans le produit maintenant ! Je suis devenue complètement addict !;impossible faire produit ! devenue complètement addict !;1;0;1.0
Mathilde;1;5.0;Testé et approuvé !;Depuis que je l’ai testé, je ne sors jamais sans mon Alcoool !;;alcoool.fr;food_beverages_tobacco;Depuis que je l’ai testé, je ne sors jamais sans mon Alcoool !;testé sors jamais alcoool !;1;0;1.0
Theo Corcov'Asso Roulendes;1;5.0;Petite fiolle mais gros effets;Petite fiolle mais gros effets, je suis comblé;;alcoool.fr;food_beverages_tobacco;Petite fiolle mais gros effets, je suis comblé;petite fiolle gros effets comblé;1;0;1.0
Emma;2;5.0;Tres surprise;Tres surprise. Après plusieurs essais la boisson ne perd pas de son effet! Elle m’a permis de passer une journée très active après un peu trop de rosée. Je recommande a 100%;;alcoool.fr;food_beverages_tobacco;Tres surprise. Après plusieurs essais la boisson ne perd pas de son effet! Elle m’a permis de passer une journée très active après un peu trop de rosée. Je recommande a 100%;surprise essais boisson perd ! permis passer journée très active trop rosée recommande 100 %;1;0;0.831
Gaultier Chapuis;1;5.0;Lendemain de cocktail;J’ai testé après pendant un gros apéro dans un cocktail : j’étais nickel le lendemain !;;alcoool.fr;food_beverages_tobacco;J’ai testé après pendant un gros apéro dans un cocktail : j’étais nickel le lendemain !;testé gros apéro cocktail : nickel lendemain !;1;0;1.0
Léo Bensimon;1;5.0;Le bon produit pour être productif après une cuite;Après une grosse cuite avec les copains, heureusement que j'ai pris ça avant d'aller dormir sinon le boulot ça aurait été ingérable...;;alcoool.fr;food_beverages_tobacco;Après une grosse cuite avec les copains, heureusement que j'ai pris ça avant d'aller dormir sinon le boulot ça aurait été ingérable...;grosse cuite copains heureusement pris all dormir boulot ingérable;1;0;1.0
Louis Guecheff;1;5.0;Super boisson;Super boisson ! Finit les maux de tête !;;alcoool.fr;food_beverages_tobacco;Super boisson ! Finit les maux de tête !;super boisson ! finit maux tête !;1;0;1.0
irene BONASSERA;2;5.0;delais respecté;delais respectéemballages d une extreme minutie;;entrepotitalien.fr;food_beverages_tobacco;delais respectéemballages d une extreme minutie;delais respectéemballages extreme minutie;1;0;1.0
Guillaume Bergeret;1;5.0;Merci;Merci. Rapide et efficace. Bonne soiree;;entrepotitalien.fr;food_beverages_tobacco;Merci. Rapide et efficace. Bonne soiree;rapide efficace bonne soiree;2;0;0.845
Isabelle Teneau;1;5.0;Conforme à la commande.;Conforme à la commande.Envoi rapide;;entrepotitalien.fr;food_beverages_tobacco;Conforme à la commande.Envoi rapide;conforme commande envoi rapide;1;0;1.0
Roland;3;5.0;Noisettes du piémont et service cinq…;Noisettes du piémont et service cinq étoiles !;;entrepotitalien.fr;food_beverages_tobacco;Noisettes du piémont et service cinq étoiles !;noisettes piémont service étoiles !;1;0;1.0
Laurent;1;5.0;Produits de très haute qualités;Produits de très haute qualités, rapidité de traitement et de livraisonun gros 5 étoiles;;entrepotitalien.fr;food_beverages_tobacco;Produits de très haute qualités, rapidité de traitement et de livraisonun gros 5 étoiles;produits très haute qualités rapidité traitement livraisonun gros 5 étoiles;1;0;1.0
RebFRey;1;5.0;Traitement très rapide de commande;Je suis épatée par la vitesse de traitement de ma commande et la livraison.;;entrepotitalien.fr;food_beverages_tobacco;Je suis épatée par la vitesse de traitement de ma commande et la livraison.;épatée vitesse traitement commande livraison;1;0;1.0
Hervé Lemarre;5;5.0;Une livraison très rapide;Une livraison très rapide, des tarifs compétitifs, des produits de qualités.;;entrepotitalien.fr;food_beverages_tobacco;Une livraison très rapide, des tarifs compétitifs, des produits de qualités.;livraison très rapide tarifs compétitifs produits qualités;1;0;1.0
Annemarie B.;1;5.0;très satisfaite;des produits exceptionnels !;;entrepotitalien.fr;food_beverages_tobacco;des produits exceptionnels !;produits exceptionnels !;1;0;1.0
Caroline S;1;5.0;Très bien;Envoi rapide, très soigné.Produit de qualité;;entrepotitalien.fr;food_beverages_tobacco;Envoi rapide, très soigné.Produit de qualité;envoi rapide très soigné produit qualité;1;0;1.0
sylvie MURGIA;1;5.0;Super commerçant;Super commerçant Traitement rapide des commandes et Livraison;;entrepotitalien.fr;food_beverages_tobacco;Super commerçant Traitement rapide des commandes et Livraison;super commerçant traitement rapide command livraison;1;0;1.0
client;7;4.0;Un grand choix d’origines et une…;Un grand choix d’origines et une livraison rapide;9 mars 2021;www.rhumattitude.com;food_beverages_tobacco;Un grand choix d’origines et une livraison rapide;grand choix origines livraison rapide;1;0;1.0
Vinouse Tristan;1;5.0;Super rhum;Super rhumSuper service Super conseils Tout est super;6 mars 2021;www.rhumattitude.com;food_beverages_tobacco;Super rhumSuper service Super conseils Tout est super;super rhumsuper service super conseils super;1;0;1.0
Cat94;4;5.0;Livraison hyper rapide et emballages…;Livraison hyper rapide et emballages adaptés;4 mars 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison hyper rapide et emballages adaptés;livraison hyper rapide emballages adaptés;1;0;1.0
Lenaic Manot;1;5.0;Super service;Super service. Livraison rapide;2 mars 2021;www.rhumattitude.com;food_beverages_tobacco;Super service. Livraison rapide;super service livraison rapide;1;0;1.0
delphine chedru;1;5.0;Très satisfaite;Livraison rapide;25 février 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison rapide;livraison rapide;1;0;1.0
Stephane Bordet;1;5.0;Toujours au top.;Toujours au top.Et toujours de petites mignonnettes gratuites;23 février 2021;www.rhumattitude.com;food_beverages_tobacco;Toujours au top.Et toujours de petites mignonnettes gratuites;top petites mignonnettes gratuites;1;0;1.0
Mumu;1;5.0;Livraison rapide et correspond au…;Livraison rapide et correspond au produit commandé;22 février 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison rapide et correspond au produit commandé;livraison rapide correspond produit commandé;1;0;1.0
Client;3;5.0;Livraison rapide;Livraison rapideEmballage NickelRhumS.... Un délice;22 février 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison rapideEmballage NickelRhumS.... Un délice;livraison rapideemballage nickelrhums délice;1;0;1.0
Blaise Dropsy;3;4.0;Livraison rapide;Livraison rapide, rhums vieux caractéristiques des rhums agricoles;22 février 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison rapide, rhums vieux caractéristiques des rhums agricoles;livraison rapide rhums vieux caractéristiques rhums agricoles;1;0;1.0
Ludivine;4;5.0;Parfait;Livraison rapide;16 février 2021;www.rhumattitude.com;food_beverages_tobacco;Livraison rapide;livraison rapide;1;0;1.0
M. CORTIELLA Vincent;3;5.0;Rapide;Rapide, emballage soigner. ✔️;15 février 2021;www.rhumattitude.com;food_beverages_tobacco;Rapide, emballage soigner. ✔️;rapide emballage soigne ✔️;1;0;1.0
Del77;2;5.0;Achat bouteille de rhum;Achat bouteille de rhumParfait, rhum de qualité. Livraison rapide;14 février 2021;www.rhumattitude.com;food_beverages_tobacco;Achat bouteille de rhumParfait, rhum de qualité. Livraison rapide;achat bouteille rhumparfait rhum qualité livraison rapide;1;0;1.0
OLIVIER GARDES;2;5.0;Choix plus que correct;Choix et description des produits plus que correct, délai et livraison impeccables..;14 février 2021;www.rhumattitude.com;food_beverages_tobacco;Choix et description des produits plus que correct, délai et livraison impeccables..;choix description produits correct délai livraison impeccables;1;0;1.0
joel bonneau;1;5.0;Beaucoup de choix livraison rapide;Beaucoup de choix livraison rapideSite à conseiller;;www.rhumattitude.com;food_beverages_tobacco;Beaucoup de choix livraison rapideSite à conseiller;beaucoup choix livraison rapidesite conseiller;1;0;1.0
Lolo;1;5.0;Merci;Merci merci !;;www.rhumattitude.com;food_beverages_tobacco;Merci merci !;!;2;0;0.841
Joss;3;5.0;Envoie;Envoie, emballage et produit nickel;;www.rhumattitude.com;food_beverages_tobacco;Envoie, emballage et produit nickel;envoie emballage produit nickel;1;0;1.0
Nicole DORDOR;1;5.0;Parfait;Parfait, merci !;12 mars 2021;vert-tiges.com;food_beverages_tobacco;Parfait, merci !;parfait !;2;0;0.811
claude;3;5.0;Jamais eu de soucis;Jamais eu de soucis, livraison rapide et produits impeccables. Super!;22 février 2021;vert-tiges.com;food_beverages_tobacco;Jamais eu de soucis, livraison rapide et produits impeccables. Super!;jamais soucis livraison rapide produits impeccables super !;1;0;1.0
Hélo;1;5.0;Du goût et beaucoup de choix !;Beaucoup de variétés, un choix de références BIO et des goûts très justement dosés.;11 mars 2021;vert-tiges.com;food_beverages_tobacco;Beaucoup de variétés, un choix de références BIO et des goûts très justement dosés.;beaucoup variétés choix références bio goûts très justement dosés;1;0;1.0
Th ADAM;1;4.0;sans soucis;sans soucis !;9 mars 2021;vert-tiges.com;food_beverages_tobacco;sans soucis !;soucis !;1;0;1.0
Sylvie.b;6;5.0;Livraison très rapide;Livraison très rapide. Thé de qualité !;8 mars 2021;vert-tiges.com;food_beverages_tobacco;Livraison très rapide. Thé de qualité !;livraison très rapide thé qualité !;1;0;1.0
Marina MAISCH;1;1.0;J’ai commandé il y a 1 mois et je n’ai…;J’ai commandé il y a 1 mois et je n’ai toujours pas reçu ma commande!;4 mars 2021;vert-tiges.com;food_beverages_tobacco;J’ai commandé il y a 1 mois et je n’ai toujours pas reçu ma commande!;commandé 1 mois reçu commande !;1;0;1.0
Didier Domerg;1;5.0;Produit de qualité expédié très…;Produit de qualité expédié très rapidement.;3 mars 2021;vert-tiges.com;food_beverages_tobacco;Produit de qualité expédié très rapidement.;produit qualité expédié très rapidement;1;0;1.0
Manon fulachier;1;5.0;Thé de qualité;Thé de qualité, envois super et SAV vraiment sympa et professionnels;1 mars 2021;vert-tiges.com;food_beverages_tobacco;Thé de qualité, envois super et SAV vraiment sympa et professionnels;thé qualité envois super sav vraiment sympa professionnels;1;0;1.0
